node_name,MCC,DMNC,MNC,Degree,EPC,BottleNeck,EcCentricity,Closeness,Radiality,Betweenness,Stress
Creb3l4,85,0.70588,30,49,72.455,2,0.25,310.58333,4.79876,625.3854,28470
Prdm4,716,0.45335,48,59,86.375,1,0.2,326.78333,4.89474,1227.79327,48608
Nkx2-2,37,0.26923,16,29,45.287,1,0.25,301,4.72446,420.57124,14176
Nfatc4,16,0.21953,7,15,23.561,1,0.25,274.5,4.52167,52.30658,2776
Msantd3,150,0.23592,33,58,76.875,1,0.25,315.83333,4.82817,723.66231,55124
Spz1,81,0.32218,21,22,41.081,1,0.25,302.83333,4.75387,68.2075,3352
Creb1,209,0.42279,36,55,78.074,1,0.25,319.41667,4.84985,649.23249,32992
E2f6,10355,0.57859,95,128,130.843,5,0.25,362.08333,5.06966,4572.07264,183690
Zic1,169,0.19658,40,47,67.303,1,0.25,326,4.91022,611.48998,27886
Ebf3,79,0.31058,26,44,65.947,1,0.25,308.75,4.78793,430.83314,27376
Ebf2,338,0.38819,48,71,96.519,1,0.25,329.25,4.91331,1524.72401,120148
Meis2,3999,0.4622,100,129,133.205,2,0.25,366.08333,5.09752,4244.22076,240676
Meis1,1328,0.28295,74,91,96.625,1,0.25,349.75,5.02322,3629.65734,110172
Stat2,143,0.33424,22,31,43.712,1,0.2,304.28333,4.75697,234.713,10032
Irf5,6,0.30898,3,7,10.521,1,0.2,260.11667,4.39009,26.45275,818
Runx2,31,0.39597,13,19,27.844,2,0.25,294,4.68421,288.08231,9364
Runx1,3652,0.47974,67,86,99.547,1,0.25,347.66667,5.02477,2348.90858,95148
Stat3,1602,0.55743,59,82,105.158,2,0.25,337.25,4.94118,3054.59035,121624
Znf341,113,0.27913,26,31,54.863,1,0.25,313.16667,4.83437,171.57499,8840
Sohlh2,82,0.31493,19,40,63.449,1,0.25,298.25,4.69659,515.76509,24056
Mnt,2598,0.47098,44,59,75.626,1,0.25,322.58333,4.86378,1333.69025,48508
Clock,7,0.32413,5,17,19.732,1,0.2,271.2,4.49071,78.08759,4006
Tfeb,224,0.35132,34,49,78.091,1,0.2,317.45,4.85139,278.66702,18336
Mlxipl,10,0.53845,16,27,49.93,1,0.2,293.61667,4.68576,42.91662,5814
Mlx,7,0.51801,14,27,49.478,1,0.2,283.7,4.59598,45.62949,6276
Npas2,32,0.31924,10,26,39.328,1,0.25,268.33333,4.4582,60.10966,6268
Mlxip,3533,0.66226,44,57,80.935,1,0.25,328.58333,4.9226,578.5036,32476
Mycn,83,0.32381,17,42,61.254,1,0.2,286.95,4.60372,340.16847,17280
Max,1386,0.7795,46,77,90.778,1,0.25,325.08333,4.89009,666.75151,41572
Arnt,4157,0.4955,74,134,131.461,1,0.25,346.58333,4.9969,3242.73817,190032
Rbpj,715,0.50727,54,71,91.861,2,0.25,338.91667,4.99381,1739.71119,75970
Irf3,0,0.30898,3,3,6.069,1,0.2,239.45,4.1935,1.06995,66
Irf7,1,0.30779,2,4,7.252,1,0.2,233.95,4.15325,1.32829,42
Spic,33,0.39058,15,18,31.418,1,0.25,301.08333,4.75697,105.29203,5370
Spi1,76,0.30992,23,31,50.025,1,0.2,309.86667,4.80805,126.31645,7782
Zbtb14,862,0.61846,49,64,94.328,1,0.25,326.75,4.89319,774.22926,40420
Mafa,102,0.31844,26,40,62.446,1,0.2,302.95,4.73529,337.07796,16298
Nrf1,228,0.48394,31,58,75.444,1,0.25,312.58333,4.79876,589.79467,41722
Runx3,34,0.21031,15,19,27.745,1,0.2,292.28333,4.66873,162.18144,5084
Gfi1b,15,0.37893,4,14,23.584,1,0.2,286.61667,4.62539,92.40985,3206
Foxl2,8,0.25931,5,11,18.498,1,0.25,286.91667,4.63932,85.47956,2924
Foxb1,8,0.2842,4,11,21.263,1,0.25,291.75,4.68731,42.30534,3224
Foxa1,13,0.25938,10,16,31.414,1,0.25,296.25,4.71362,62.3294,3726
Stat1,1038,0.32661,62,81,87.401,1,0.25,334.75,4.93034,3060.99496,121850
Foxc1,29,0.3733,11,13,21.89,1,0.25,284.5,4.61455,31.69179,1394
Hic2,644,0.47274,51,73,100.405,3,0.25,325.91667,4.87926,849.17098,41926
Klf15,1321,0.31136,68,95,111.811,1,0.25,335.91667,4.91641,1089.47394,67132
Tfdp1,305,0.24666,39,46,69.812,1,0.2,319.95,4.84365,889.1741,30312
Egr1,4752,0.43939,99,143,138.292,1,0.25,365.08333,5.09443,2691.6281,157050
Pou3f3,34,0.24879,12,15,26.755,1,0.2,288.36667,4.64241,41.3685,2104
Prdm1,3078,0.50654,84,132,132.883,1,0.25,358.25,5.07121,3617.47836,285474
Klf5,5230,0.41585,119,188,153.064,1,0.25,379.08333,5.16254,4988.24067,305902
Tfap2b,1378,0.30359,60,119,126.232,1,0.25,339.41667,4.97678,1490.82648,118112
Tead3,2120,0.54554,57,72,93.08,2,0.25,337.41667,4.96749,862.19575,52384
Spdef,3,0,1,4,8.122,1,0.2,256.45,4.37152,5.24253,274
Msc,37,0.45045,14,22,35.959,1,0.2,288.36667,4.63932,164.48405,8820
Znf263,5653,0.44945,97,145,142.91,2,0.25,367.25,5.11765,3217.54192,188608
Znf460,35,0.21048,17,25,32.837,1,0.2,293.7,4.66563,519.2384,20608
Ctcfl,652,0.27725,59,71,88.303,1,0.25,340.25,4.98762,1600.28827,64106
Yy2,117,0.41984,32,42,73.879,2,0.25,310.41667,4.79102,233.88428,11992
Myc,1254,0.48908,23,32,50.157,1,0.25,294.58333,4.67492,109.6263,9246
Znf682,40,0.27035,28,31,48.483,1,0.25,306.25,4.7678,194.89387,9506
Pbx3,364,0.27191,37,41,53.1,1,0.25,325.25,4.91641,568.67114,19704
Pknox1,215,0.29445,31,37,51.891,1,0.25,320.58333,4.88854,466.29421,20664
Srebf1,900,0.47317,68,111,108.16,1,0.25,345.25,5.00929,2979.70599,116774
Tfap2a,2128,0.33873,70,138,134.309,1,0.25,348.58333,5.03096,2150.64996,180276
Ikzf1,894,0.42275,44,54,81.537,1,0.25,333.91667,4.96904,948.73779,36910
Zbtb7c,564,0.48886,42,67,95.122,1,0.25,317.75,4.82508,650.99823,36410
Mybl1,17,0.39514,12,15,23.384,1,0.2,276.11667,4.52632,46.34918,1470
Zbtb7b,3746,0.76164,51,83,118.076,1,0.25,331.25,4.92879,485.87989,38980
Tcf12,1339,0.36095,73,85,105.078,1,0.25,348.58333,5.01858,1673.16352,81736
Ascl1,298,0.3012,49,91,106.639,1,0.2,331.95,4.93344,1392.44405,108106
Rbpjl,27,0.26715,17,18,30.635,1,0.2,299.2,4.73065,45.28508,2858
Ptf1a,646,0.35343,41,75,88.131,1,0.25,327.58333,4.9257,940.24743,67066
Snai3,50,0.31046,15,17,27.089,1,0.2,294.11667,4.68576,45.61955,2738
Snai1,55,0.31572,17,20,30.837,1,0.2,295.86667,4.6935,67.07691,3710
Hes6,139,0.31451,26,33,50.105,1,0.2,298.45,4.69659,145.32072,6298
Tcf4,2199,0.41387,76,120,135.687,1,0.2,348.95,5.01084,2299.8153,282416
Figla,28,0.35052,15,22,35.451,1,0.2,283.78333,4.59133,76.70284,4416
Ascl2,96,0.3362,28,44,65.153,1,0.2,315.45,4.8452,417.61049,30334
Snai2,139,0.23244,35,42,54.578,1,0.2,320.61667,4.87461,636.8201,22110
Nfia,2937,0.38566,94,139,136.542,2,0.25,356.41667,5.02632,3495.70259,191188
Tcf3,279,0.28093,41,45,63.432,2,0.25,322.33333,4.86687,876.03247,37668
Myod1,46,0.21442,19,22,38.072,1,0.2,298.03333,4.71672,102.41751,7600
Zeb1,6048,0.48944,96,154,144.505,1,0.25,361.08333,5.06656,3678.53908,259076
Prdm15,49,0.26025,16,19,30.128,2,0.2,294.36667,4.68266,385.19074,9504
Sp9,1060,0.34537,83,124,135.326,1,0.25,356.25,5.06192,1519.28434,121342
Klf3,1234,0.62042,68,102,123.367,1,0.25,342.25,4.98142,944.35711,51014
Klf2,1211,0.3516,69,101,118.157,2,0.25,349.75,5.02941,2550.82427,117008
Klf9,9018,0.39692,133,472,173.607,1,0.25,384.91667,5.17337,16904.46435,3471212
Sp8,1770,0.31482,93,139,132.591,1,0.25,358.08333,5.04799,3278.89797,170688
Sp3,2275,0.33586,78,110,129.523,1,0.25,351.75,5.03251,1242.256,86818
Klf12,1731,0.3744,97,150,137.305,4,0.25,356.41667,5.01084,7702.50742,341650
Klf1,2744,0.37096,65,81,105.464,2,0.25,344.75,5.00464,1025.07401,58620
Pax5,128,0.39314,26,32,51.839,1,0.25,305.41667,4.76006,633.33476,22162
Znf148,4870,0.4114,111,189,152.066,1,0.25,373.58333,5.13622,4493.10542,308000
Maz,860,0.46837,106,148,139.832,5,0.25,366.75,5.09133,3911.82434,173910
Hes1,245,0.32443,41,65,90.53,1,0.2,322.11667,4.86997,679.03323,41128
Hes2,68,0.38255,23,40,62.478,1,0.2,305.28333,4.77245,148.38257,15234
Smad2,1175,0.40109,62,81,103.711,1,0.25,336.08333,4.93653,1789.72636,106678
Nfic,1818,0.45607,46,69,94.047,1,0.2,330.45,4.93498,625.82946,36918
Sox18,294,0.26639,49,64,73.14,4,0.25,328.91667,4.90093,2725.61496,97170
Sox13,45,0.37162,14,19,34.808,1,0.25,296.66667,4.71207,62.45585,5398
Sox17,642,0.48117,45,55,79.762,1,0.2,324.61667,4.8839,541.53356,29246
Sox2,81,0.23916,28,39,60.434,1,0.25,308.75,4.78793,279.75014,16056
